9000029381;826;51.75
9000217326;616;217.35
9000041330;276;144.9
9000194483;348;51.75
9000167229;208;144.9
9000214371;250;465.75
9000161503;724;310.5
9000196095;276;144.9
9000094445;250;310.5
9000154428;276;51.75
9000073560;250;310.5
9000105204;380;155.25
9000002357;250;465.75
9000131194;276;57.5
9000197173;528;161.0
9000135189;250;345.0
9000173113;724;172.5
9000042636;276;161.0
9000037156;250;517.5
9000148395;528;57.5
9000096328;276;161.0
9000027976;616;241.5
9000027154;276;161.0
9000156219;528;161.0
9000172511;276;161.0
9000030498;528;112.7
9000083532;528;40.25
9000134232;276;40.25
9000175599;528;40.25
9000029315;250;241.5
9000157894;56;40.25
9000157031;792;40.25
9000160614;40;112.7
9000098672;276;112.7
9000139555;348;169.05
9000173320;642;40.25
9000085213;620;40.25
9000207019;724;40.25
9000108212;100;40.25
9000027912;276;112.7
9000136592;276;40.25
9000168747;616;169.05
9000168058;250;40.25
9000182798;348;169.05
9000133686;56;40.25
9000069817;528;40.25
9000018333;276;112.7
9000208402;642;40.25
9000130105;620;120.75
9000161710;276;112.7
9000002043;642;169.05
9000076608;276;112.7
9000150994;276;112.7
9000011995;276;112.7
9000099054;250;241.5
9000074017;440;40.25
9000197550;380;40.25
9000162313;380;241.5
9000055084;528;225.4
9000020831;250;241.5
9000079313;380;241.5
9000043062;203;169.05
9000013676;442;80.5
9000209802;276;112.7
9000106148;276;40.25
9000089019;276;112.7
9000032733;616;40.25
9000020435;250;241.5
9000073385;616;169.05
9000132049;826;40.25
9000114515;616;169.05
9000096299;40;40.25
9000035414;348;169.05
9000140721;250;40.25
9000022792;56;241.5
9000085720;276;112.7
9000095108;250;241.5
9000062548;276;112.7
9000005968;724;120.75
9000104535;250;362.25
9000141256;642;169.05
9000163412;250;40.25
9000091594;276;112.7
9000149202;250;362.25
9000136905;724;40.25
9000059113;528;225.4
9000192203;250;362.25
9000136710;616;169.05
9000117241;380;241.5
9000031186;724;120.75
9000134594;380;241.5
9000217562;642;40.25
9000175724;348;241.5
9000082674;724;172.5
9000165054;380;345.0
9000098909;276;161.0
9000210053;380;57.5
9000127541;620;172.5
9000043811;724;57.5
9000100933;56;115.0
9000210863;642;241.5
9000007392;250;517.5
9000073015;620;57.5
9000114024;380;57.5
9000209680;250;517.5
9000205438;250;517.5
9000125197;250;517.5
9000140574;40;161.0
9000042046;300;57.5
9000120587;528;57.5
9000136192;372;57.5
9000110025;250;57.5
9000090640;620;172.5
9000008466;250;345.0
9000216862;724;172.5
9000018218;826;57.5
9000199267;56;115.0
9000038093;380;57.5
9000181564;380;161.0
9000046694;616;241.5
9000090237;250;345.0
9000034682;616;57.5
9000009060;191;241.5
9000056556;826;57.5
9000194884;276;161.0
9000003669;250;345.0
9000131403;616;241.5
9000103769;250;345.0
9000026518;528;322.0
9000078289;616;57.5
9000182977;276;161.0
9000170036;40;161.0
9000085326;56;115.0
9000210142;250;517.5
9000169527;276;161.0
9000111163;826;57.5
9000076922;250;517.5
9000068639;642;57.5
9000110830;40;161.0
9000099245;250;345.0
9000167206;826;57.5
9000164116;380;57.5
9000004434;826;345.0
9000045592;724;57.5
9000188749;276;57.5
9000039421;616;241.5
9000142756;276;161.0
9000141189;620;172.5
9000078867;250;57.5
9000134619;276;161.0
9000042459;276;57.5
9000075408;250;57.5
9000183453;724;57.5
9000203127;724;172.5
9000109902;276;161.0
9000001715;428;241.5
9000101054;528;57.5
9000036085;826;345.0
9000181679;250;517.5
9000133405;56;115.0
9000213129;528;57.5
9000113676;826;57.5
9000067508;276;161.0
9000003338;276;161.0
9000169087;250;345.0
9000156100;752;161.0
9000156554;276;57.5
9000057652;250;345.0
9000179431;56;115.0
9000149200;56;115.0
9000013450;642;241.5
9000144073;56;57.5
9000124454;642;57.5
9000057052;250;345.0
9000156968;250;57.5
9000111186;250;517.5
9000161899;56;57.5
9000191997;276;161.0
9000078471;528;322.0
9000010688;250;345.0
9000035019;250;345.0
9000054380;528;161.0
9000110239;276;161.0
9000124322;56;57.5
9000167020;56;115.0
9000164380;250;517.5
9000170788;724;172.5
9000114132;276;57.5
9000208193;276;161.0
9000197411;380;57.5
9000118888;620;172.5
9000030185;440;57.5
9000051675;528;57.5
9000152970;100;57.5
9000138346;642;241.5
9000001710;276;161.0
9000014636;616;241.5
9000202257;528;161.0
9000216706;616;57.5
9000182045;616;57.5
9000137758;276;161.0
9000214523;250;517.5
9000086075;250;517.5
9000155336;616;241.5
9000205908;250;345.0
9000106699;528;322.0
9000020028;250;345.0
9000168386;642;241.5
9000065513;250;517.5
9000153563;380;345.0
9000110557;276;161.0
9000203950;276;161.0
9000052673;528;57.5
9000135844;724;172.5
9000009322;528;57.5
9000032297;380;57.5
9000135583;56;57.5
9000106349;642;241.5
9000091084;528;322.0
9000149259;250;517.5
9000197464;380;345.0
9000156760;616;57.5
9000033958;826;345.0
9000143355;276;161.0
9000177863;724;57.5
9000008956;276;161.0
9000203325;250;345.0
9000137113;250;345.0
9000142532;250;517.5
9000114616;250;517.5
9000155253;616;241.5
9000022994;380;345.0
9000198164;250;57.5
9000181578;528;57.5
9000185324;528;322.0
9000095431;616;57.5
9000057195;616;57.5
9000144341;616;57.5
9000213952;276;161.0
9000094808;56;57.5
9000194165;276;57.5
9000117266;616;57.5
9000058052;276;161.0
9000067224;276;161.0
9000026424;276;161.0
9000018738;528;57.5
9000040677;528;57.5
9000075448;56;115.0
9000159727;616;57.5
9000009882;56;345.0
9000182994;250;345.0
9000215574;276;57.5
9000188049;56;57.5
9000137318;276;161.0
9000086886;250;57.5
9000072483;528;322.0
9000120221;203;241.5
9000033153;528;57.5
9000209605;250;345.0
9000213316;724;57.5
9000070172;276;161.0
9000190666;276;161.0
9000097694;250;345.0
9000060614;616;241.5
9000169807;276;161.0
9000164168;276;161.0
9000029859;276;345.0
9000144839;250;57.5
9000198619;724;172.5
9000087437;724;172.5
9000123198;528;161.0
9000176462;724;57.5
9000152416;276;57.5
9000044312;276;161.0
9000003280;250;345.0
9000005148;724;57.5
9000067872;616;241.5
9000084220;620;57.5
9000158948;380;345.0
9000002411;380;57.5
9000001779;40;57.5
9000088026;250;517.5
9000145153;724;172.5
9000031015;246;57.5
9000102991;724;172.5
9000156367;616;57.5
9000130143;100;57.5
9000105363;276;161.0
9000212929;276;161.0
9000208496;528;322.0
9000007290;250;517.5
9000024191;250;517.5
9000117219;276;161.0
9000079518;620;172.5
9000038991;250;57.5
9000032881;616;57.5
9000085659;56;57.5
9000000623;724;57.5
9000143691;276;161.0
9000181942;250;517.5
9000069597;276;161.0
9000155655;528;322.0
9000095609;380;57.5
9000103597;276;161.0
9000159717;100;57.5
9000114793;276;57.5
9000127427;276;161.0
9000199587;616;57.5
9000127629;56;115.0
9000164760;724;57.5
9000115112;276;57.5
9000160216;380;345.0
9000182648;616;241.5
9000104412;250;517.5
9000122374;372;345.0
9000007922;528;57.5
9000138589;276;57.5
9000012028;276;161.0
9000173584;276;161.0
9000178783;724;57.5
9000003449;380;172.5
9000034872;724;57.5
9000078307;528;57.5
9000112572;250;57.5
9000014864;203;241.5
9000145215;250;57.5
9000097495;276;161.0
9000212350;528;322.0
9000096196;250;517.5
9000126367;826;57.5
9000198739;250;57.5
9000149999;642;57.5
9000213362;40;161.0
9000077134;620;172.5
9000105339;276;161.0
9000098490;528;57.5
9000123535;250;345.0
9000156069;56;115.0
9000176986;724;172.5
9000013596;724;57.5
9000019913;250;0.0
9000169019;724;57.5
9000000597;380;345.0
9000071182;250;517.5
9000021128;724;57.5
9000087978;380;345.0
9000031147;100;57.5
9000197595;40;161.0
9000120410;276;161.0
9000048414;528;57.5
9000095096;616;57.5
9000134397;724;57.5
9000106850;250;345.0
9000130939;250;345.0
9000125840;276;161.0
9000099670;276;161.0
9000062285;250;345.0
9000210979;250;345.0
9000113201;276;57.5
9000119537;276;161.0
9000032167;276;161.0
9000107582;276;161.0
9000096570;703;241.5
9000196486;276;161.0
9000161370;250;57.5
9000174037;40;57.5
9000023951;276;57.5
9000178493;250;345.0
9000195715;250;345.0
9000016028;276;161.0
9000188728;250;345.0
9000194232;250;517.5
9000204349;250;345.0
9000204526;250;517.5
9000169767;250;345.0
9000152327;250;517.5
9000149138;250;517.5
9000062658;250;345.0
9000040865;250;517.5
9000015385;250;517.5
9000151383;616;241.5
9000216008;276;161.0
9000201675;250;345.0
9000130842;724;172.5
9000199639;250;345.0
9000010015;616;57.5
9000065120;616;241.5
9000205891;616;241.5
9000053214;56;57.5
9000015815;56;57.5
9000033701;616;57.5
9000171356;250;517.5
9000182615;276;161.0
9000100392;528;322.0
9000090515;276;57.5
9000035982;642;57.5
9000111125;380;57.5
9000141735;100;57.5
9000102095;724;57.5
9000083583;250;345.0
9000045861;826;345.0
9000205615;276;161.0
9000028084;40;57.5
9000165316;380;172.5
9000180003;276;161.0
9000091709;642;57.5
9000110811;250;345.0
9000085325;276;57.5
9000178092;56;57.5
9000202903;616;241.5
9000075808;724;172.5
9000005483;616;57.5
9000078174;40;161.0
9000031530;250;345.0
9000136012;100;57.5
9000172682;276;161.0
9000197780;250;517.5
9000171797;56;57.5
9000195308;276;161.0
9000081104;380;345.0
9000004532;380;345.0
9000136434;250;345.0
9000067440;380;345.0
9000150975;528;161.0
9000036871;276;161.0
9000148377;380;57.5
9000169497;250;345.0
9000142599;276;57.5
9000017991;616;241.5
9000149165;250;517.5
9000059328;56;57.5
9000159008;250;345.0
9000150675;642;241.5
9000077423;250;57.5
9000097159;528;322.0
9000196630;724;57.5
9000198143;250;517.5
9000048231;528;322.0
9000134547;276;161.0
9000081864;276;57.5
9000029497;616;57.5
9000112196;276;57.5
9000042271;642;241.5
9000136417;276;161.0
9000077761;616;57.5
9000082669;440;241.5
9000211400;56;57.5
9000036993;276;161.0
9000044360;528;57.5
9000098141;642;241.5
9000045066;642;57.5
9000190800;40;161.0
9000116169;528;289.8
9000074065;826;310.5
9000003609;40;144.9
9000009815;100;51.75
9000132628;276;144.9
9000055888;203;217.35
9000078267;528;51.75
9000171636;380;310.5
9000085172;380;310.5
9000077212;616;51.75
9000120382;348;217.35
9000201470;276;51.75
9000182954;372;310.5
9000008813;348;217.35
9000138271;250;465.75
9000080165;642;51.75
9000110274;276;144.9
9000216642;528;289.8
9000051457;250;310.5
9000146565;528;51.75
9000201799;703;217.35
9000132230;250;310.5
9000024363;276;144.9
9000058501;826;51.75
9000134056;250;465.75
9000011451;250;465.75
9000203495;276;144.9
